max_mxHxm,E,delta_E,bracket_count,line_min_count,conjugate_cycle_count,cycle_count,cycle_sub_count,energy_calc_count,E_exchange,max_spin_ang_exchange,stage_max_spin_ang_exchange,run_max_spin_ang_exchange,E_demag,E_dmi,iteration,stage_iteration,stage,mx,my,mz,length,width,q,q_abs,bp_number,bp_number_hh,bp_number_tt,initpattern,fname,pbc_x,htop,hbottom,mesh_n_x,mesh_n_y,mesh_n_z,bp_arrangement,E_density,expected_bp_number,finalpattern,n_typechanges,eq_spacing,expected_config,y_centred
0.0950972668147,-5.73402796203e-17,8.62816615085e-32,2249.0,1356.0,15.0,2182.0,355.0,3606.0,7.38398722415e-17,105.890502854,135.152939724,135.152939724,3.4621571039500005e-18,-1.34642308966e-16,3546.0,3546.0,0.0,-0.00810787543706,0.000748929124309,0.00829072861885,300,100,-0.9289457554219364,3.0973409885025283,3.0,2.0,1.0,oii,run_selected/mbp_l_300_w_100_ht_10_oii/mbp_l_300_w_100_ht_10_oii.fixedfree.csv,False,10,20,120,40,12,"[[-0.0, 26], [1.0, 55], [0.0, 10], [-1.0, 29]]",-63711.42180033333,3,oii,1,False,True,True
0.0931372399305,-5.61839700379e-17,1.23259516441e-32,2864.0,2806.0,8.0,2852.0,2772.0,5671.0,7.709340403610001e-17,112.478704437,155.932214161,155.932214161,3.6880118653700014e-18,-1.36965385939e-16,5661.0,5661.0,0.0,-0.00911141778755,0.00420740509554,-0.0558568525757,300,100,2.9612942063655137,3.165546348042576,3.0,0.0,3.0,ooo,run_selected/mbp_l_300_w_100_ht_10_ooo/mbp_l_300_w_100_ht_10_ooo.fixedfree.csv,False,10,20,120,40,12,"[[-0.0, 28], [1.0, 32], [2.0, 32], [3.0, 28]]",-62426.63337544444,3,ooo,0,True,True,True
0.0991207911199,-5.764499423050001e-17,4.9303806576299997e-32,573.0,549.0,6.0,561.0,397.0,1123.0,7.522909849340001e-17,100.035078806,127.035927844,127.035927844,3.7655942754e-18,-1.36639686999e-16,1114.0,1114.0,0.0,-3.03569823936e-09,6.91308279388e-09,0.0132590134683,300,100,-0.9967788390708168,3.117184582057128,3.0,2.0,1.0,ioi,run_selected/mbp_l_300_w_100_ht_10_ioi/mbp_l_300_w_100_ht_10_ioi.fixedfree.csv,False,10,20,120,40,12,"[[-0.0, 18], [-1.0, 41], [-0.0, 42], [-1.0, 19]]",-64049.99358944444,3,ioi,2,True,True,True
0.0991207911199,-5.764499423050001e-17,4.9303806576299997e-32,573.0,549.0,6.0,561.0,397.0,1123.0,7.522909849340001e-17,100.035078806,127.035927844,127.035927844,3.7655942754e-18,-1.36639686999e-16,1114.0,1114.0,0.0,3.03569823936e-09,-6.91308279388e-09,-0.0132590134683,300,100,0.9967788390708168,3.117184582057128,3.0,1.0,2.0,oio,run_selected/mbp_l_300_w_100_ht_10_oio/mbp_l_300_w_100_ht_10_oio.fixedfree.csv,False,10,20,120,40,12,"[[0.0, 18], [1.0, 41], [0.0, 42], [1.0, 19]]",-64049.99358944444,3,oio,2,True,True,True
0.0943390491584,-5.73407337008e-17,0.0,989.0,808.0,12.0,950.0,457.0,1798.0,7.40198104848e-17,109.434280875,150.437869929,150.437869929,3.466303004890001e-18,-1.3482684719e-16,1762.0,1762.0,0.0,0.0175624238975,0.00431291962182,0.00914283138,300,100,-0.9433733971416528,3.102885257976575,3.0,2.0,1.0,iio,run_selected/mbp_l_300_w_100_ht_10_iio/mbp_l_300_w_100_ht_10_iio.fixedfree.csv,False,10,20,120,40,12,"[[0.0, 27], [-1.0, 12], [-2.0, 53], [-1.0, 28]]",-63711.92633422222,3,iio,1,False,True,True
0.0888403846392,-5.4741627824500004e-17,6.162975822039999e-33,491.0,463.0,10.0,475.0,462.0,955.0,8.1386890629e-17,103.906614765,123.182689903,123.182689903,4.79032721969e-18,-1.40918845673e-16,949.0,949.0,0.0,0.0106083427939,0.0298193810912,1.93263687789e-09,300,100,3.370651251188294e-11,4.153131102586281,4.0,2.0,2.0,ioio,run_selected/mbp_l_300_w_100_ht_10_ioio/mbp_l_300_w_100_ht_10_ioio.fixedfree.csv,False,10,20,120,40,12,"[[-0.0, 13], [-1.0, 31], [-0.0, 31], [-1.0, 31], [-0.0, 14]]",-60824.03091611111,4,ioio,3,True,True,True
0.0988015983112,-6.2397957794e-17,2.46519032882e-32,471.0,439.0,13.0,454.0,437.0,911.0,7.46335621614e-17,98.4377892223,109.090656754,109.090656754,4.7631443039400015e-18,-1.41794664259e-16,902.0,902.0,0.0,0.00128811092736,0.0233830834058,0.038020412006,320,100,-0.9963644681617428,1.0606229598063628,1.0,1.0,0.0,i,run_selected/mbp_l_320_w_100_ht_10_i/mbp_l_320_w_100_ht_10_i.fixedfree.csv,False,10,20,128,40,12,"[[0.0, 60], [-1.0, 68]]",-64997.872702083325,1,i,0,True,True,True
0.0994038858347,-6.28400769336e-17,4.9303806576299997e-32,4628.0,2341.0,11.0,4589.0,4574.0,6970.0,7.55185793991e-17,107.620518176,124.1868308,124.1868308,3.83127575863e-18,-1.42189932091e-16,6939.0,6939.0,0.0,0.0419126862294,0.00622885284791,0.000261982902574,320,100,5.0207564052074346e-06,2.09159942152288,2.0,1.0,1.0,io,run_selected/mbp_l_320_w_100_ht_10_io/mbp_l_320_w_100_ht_10_io.fixedfree.csv,False,10,20,128,40,12,"[[0.0, 32], [-1.0, 64], [-0.0, 32]]",-65458.41347249999,2,io,1,True,True,True
0.0929774557809,-6.17718581564e-17,-4.9303806576299997e-32,444.0,411.0,11.0,424.0,408.0,856.0,7.92904656549e-17,105.274403212,115.144627226,115.144627226,3.88603208704e-18,-1.44948355898e-16,841.0,841.0,0.0,-0.000766422566851,-0.00579595641779,0.0131509734504,320,100,-0.9969004295120916,3.118143114951929,3.0,2.0,1.0,ioi,run_selected/mbp_l_320_w_100_ht_10_ioi/mbp_l_320_w_100_ht_10_ioi.fixedfree.csv,False,10,20,128,40,12,"[[0.0, 20], [-1.0, 44], [-0.0, 43], [-1.0, 21]]",-64345.685579583325,3,ioi,2,True,True,True
0.0925844095073,-5.91481543008e-17,6.16297582204e-32,769.0,712.0,11.0,746.0,403.0,1482.0,8.49787559458e-17,113.319542678,130.926403142,130.926403142,4.78971902247e-18,-1.48916629269e-16,1466.0,1466.0,0.0,0.042926038509,0.0244616238101,2.18451407032e-05,320,100,-5.483472455411715e-05,4.152197139510596,4.0,2.0,2.0,ioio,run_selected/mbp_l_320_w_100_ht_10_ioio/mbp_l_320_w_100_ht_10_ioio.fixedfree.csv,False,10,20,128,40,12,"[[-0.0, 14], [-1.0, 33], [-0.0, 33], [-1.0, 33], [-0.0, 15]]",-61612.66072999999,4,ioio,3,True,True,True
0.0877585752118,-5.5455184501100005e-17,-6.162975822039999e-33,569.0,538.0,10.0,552.0,539.0,1108.0,9.265453574390001e-17,107.224537407,125.580485425,125.580485425,6.0387629194500024e-18,-1.54148483164e-16,1100.0,1100.0,0.0,0.00845256758886,-0.00139499041716,0.01142911193,320,100,-0.9931146947405106,5.191661320800545,5.0,3.0,2.0,ioioi,run_selected/mbp_l_320_w_100_ht_10_ioioi/mbp_l_320_w_100_ht_10_ioioi.fixedfree.csv,False,10,20,128,40,12,"[[-0.0, 11], [-1.0, 27], [-0.0, 27], [-1.0, 25], [-0.0, 26], [-1.0, 12]]",-57765.81718864583,5,ioioi,4,True,True,True
0.0978923986595,-6.61219458663e-17,4.9303806576299997e-32,504.0,472.0,13.0,489.0,472.0,977.0,7.93245601381e-17,98.4448523089,108.831491994,108.831491994,5.1345327916100004e-18,-1.50581038796e-16,971.0,971.0,0.0,0.0015589963617,0.0274427854777,0.0380562463904,340,100,-0.9963614559909936,1.060834894446314,1.0,1.0,0.0,i,run_selected/mbp_l_340_w_100_ht_10_i/mbp_l_340_w_100_ht_10_i.fixedfree.csv,False,10,20,136,40,12,"[[0.0, 63], [-1.0, 73]]",-64825.43712382352,1,i,0,True,True,True
0.0979600975975,-6.66534157625e-17,-6.16297582204e-32,784.0,756.0,10.0,769.0,756.0,1541.0,7.997153004520001e-17,107.242335159,120.439148622,120.439148622,4.13791630263e-18,-1.5076286211e-16,1534.0,1534.0,0.0,0.0421121942629,0.00480219609368,-0.000257442626177,340,100,-7.441453979387985e-06,2.093043767086005,2.0,1.0,1.0,io,run_selected/mbp_l_340_w_100_ht_10_io/mbp_l_340_w_100_ht_10_io.fixedfree.csv,False,10,20,136,40,12,"[[0.0, 33], [-1.0, 68], [-0.0, 35]]",-65346.486041666656,2,io,1,True,True,True
0.09473576199,-6.58459467492e-17,-1.23259516441e-32,455.0,422.0,11.0,435.0,419.0,878.0,8.34161810107e-17,106.415144961,115.984810023,115.984810023,4.036115842950002e-18,-1.53298243603e-16,862.0,862.0,0.0,-6.76855254145e-05,0.000443001989805,0.0132792612494,340,100,-0.9969587799685408,3.119490696144984,3.0,2.0,1.0,ioi,run_selected/mbp_l_340_w_100_ht_10_ioi/mbp_l_340_w_100_ht_10_ioi.fixedfree.csv,False,10,20,136,40,12,"[[0.0, 21], [-1.0, 46], [-0.0, 46], [-1.0, 23]]",-64554.849754117626,3,ioi,2,True,True,True
0.0891869168934,-6.348110736430001e-17,-2.46519032882e-32,664.0,636.0,10.0,647.0,634.0,1301.0,8.87331379122e-17,104.364559178,123.05057283,123.05057283,4.817810262370002e-18,-1.57032055539e-16,1293.0,1293.0,0.0,0.00962441104165,0.0249715753194,7.6700117769e-10,340,100,8.241581926375382e-10,4.151818298741319,4.0,2.0,2.0,ioio,run_selected/mbp_l_340_w_100_ht_10_ioio/mbp_l_340_w_100_ht_10_ioio.fixedfree.csv,False,10,20,136,40,12,"[[-0.0, 15], [-1.0, 35], [-0.0, 35], [-1.0, 35], [-0.0, 16]]",-62236.379768921564,4,ioio,3,True,True,True
0.0989395336812,-6.00329656786e-17,4.9303806576299997e-32,599.0,557.0,11.0,578.0,401.0,1157.0,9.59393016368e-17,114.798812661,125.94824894,125.94824894,6.0211881458800024e-18,-1.61993455461e-16,1144.0,1144.0,0.0,-0.00263422443301,0.00014696267871,0.0106140791359,340,100,-0.994230469356514,5.190597440728423,5.0,3.0,2.0,ioioi,run_selected/mbp_l_340_w_100_ht_10_ioioi/mbp_l_340_w_100_ht_10_ioioi.fixedfree.csv,False,10,20,136,40,12,"[[-0.0, 12], [-1.0, 28], [-0.0, 28], [-1.0, 27], [-0.0, 28], [-1.0, 13]]",-58855.84870450979,5,ioioi,4,True,True,True
0.0973709992565,-6.98459968019e-17,3.69778549322e-32,455.0,421.0,13.0,437.0,418.0,877.0,8.40152944103e-17,97.2959282048,130.536315769,130.536315769,5.505915854670001e-18,-1.59367207067e-16,868.0,868.0,0.0,-5.35868152782e-09,8.77399923882e-09,0.0380875593487,360,100,-0.9963595324027724,1.0610284911985033,1.0,1.0,0.0,i,run_selected/mbp_l_360_w_100_ht_10_i/mbp_l_360_w_100_ht_10_i.fixedfree.csv,False,10,20,144,40,12,"[[0.0, 72], [-1.0, 72]]",-64672.21926101851,1,i,0,True,True,True
0.0962923693104,-7.04467993889e-17,1.23259516441e-32,891.0,862.0,11.0,874.0,858.0,1754.0,8.44723472318e-17,105.839739096,129.565148096,129.565148096,4.45808020322e-18,-1.59377226824e-16,1744.0,1744.0,0.0,0.0415958626264,-0.00177377996106,0.000507802584831,360,100,1.932994823184077e-05,2.0944296258530475,2.0,1.0,1.0,io,run_selected/mbp_l_360_w_100_ht_10_io/mbp_l_360_w_100_ht_10_io.fixedfree.csv,False,10,20,144,40,12,"[[0.0, 37], [-1.0, 71], [-0.0, 36]]",-65228.51795268517,2,io,1,True,True,True
0.0974304859246,-6.98736501132e-17,-3.69778549322e-32,487.0,455.0,11.0,468.0,452.0,943.0,8.757022176099998e-17,109.149872781,128.529487415,128.529487415,4.2140643085100004e-18,-1.61657936183e-16,929.0,929.0,0.0,0.0106813069233,-0.00127208731559,0.0129746477069,360,100,-0.996880552313314,3.120838664209713,3.0,2.0,1.0,ioi,run_selected/mbp_l_360_w_100_ht_10_ioi/mbp_l_360_w_100_ht_10_ioi.fixedfree.csv,False,10,20,144,40,12,"[[0.0, 23], [-1.0, 49], [-0.0, 48], [-1.0, 24]]",-64697.82417888887,3,ioi,2,True,True,True
