max_mxHxm,E,delta_E,bracket_count,line_min_count,conjugate_cycle_count,cycle_count,cycle_sub_count,energy_calc_count,E_exchange,max_spin_ang_exchange,stage_max_spin_ang_exchange,run_max_spin_ang_exchange,E_demag,E_dmi,iteration,stage_iteration,stage,mx,my,mz,length,width,q,q_abs,bp_number,bp_number_hh,bp_number_tt,initpattern,fname,E_density,expected_bp_number,eq_spacing,mesh_n_x,mesh_n_y,mesh_n_z,hbottom,htop,y_centred,expected_config,pbc_x,bp_arrangement,finalpattern,n_typechanges
0.0987568882151,-3.0470711380900004e-17,-1.23259516441e-32,275.0,259.0,5.0,267.0,262.0,535.0,3.54273161235e-17,97.3354479049,127.104336369,127.104336369,1.79380469121e-18,-6.76918321955e-17,529.0,529.0,0.0,6.95513853267e-09,-1.43825323682e-08,-0.038303406054,150,100,0.9969088881524416,1.0530631992306123,1.0,0.0,1.0,o,run_selected_small/mbp_l_150_w_100_ht_10_o/mbp_l_150_w_100_ht_10_o_fixedfree.csv,-67712.69195755557,1,,60.0,40.0,12,20,10,,True,False,"[[-0.0, 30], [1.0, 30]]",o,0
0.0987568882151,-3.0470711380900004e-17,-1.23259516441e-32,275.0,259.0,5.0,267.0,262.0,535.0,3.54273161235e-17,97.3354479049,127.104336369,127.104336369,1.79380469121e-18,-6.76918321955e-17,529.0,529.0,0.0,-6.95513853267e-09,1.43825323682e-08,0.038303406054,150,100,-0.9969088881524416,1.0530631992306123,1.0,1.0,0.0,i,run_selected_small/mbp_l_150_w_100_ht_10_i/mbp_l_150_w_100_ht_10_i_fixedfree.csv,-67712.69195755557,1,,60.0,40.0,12,20,10,,True,False,"[[0.0, 30], [-1.0, 30]]",i,0
0.0976015878046,-2.69656048964e-17,-6.162975822039999e-33,1273.0,1178.0,39.0,1232.0,1109.0,2452.0,4.21492596239e-17,119.589030243,162.771567486,162.771567486,2.7047017338100007e-18,-7.18195662541e-17,2419.0,2419.0,0.0,0.177257902371,0.0309719864074,0.0203107481436,150,100,0.0053247686642942,2.121122418341052,2.0,1.0,1.0,ooi,run_selected_small/mbp_l_150_w_100_ht_10_ooi/mbp_l_150_w_100_ht_10_ooi_fixedfree.csv,-59923.566436444446,3,,60.0,40.0,12,20,10,,False,False,"[[0.0, 19], [1.0, 29], [0.0, 12]]",oi,1
0.0992617209055,-2.69705413301e-17,-2.15704153771e-32,1152.0,1045.0,43.0,1102.0,957.0,2198.0,4.21928788977e-17,103.374561608,176.006495659,176.006495659,2.69112209611e-18,-7.18545423239e-17,2158.0,2158.0,0.0,0.159108368729,0.0428636165966,-0.020451629922,150,100,-0.0052256444590165,2.121062258938281,2.0,1.0,1.0,oii,run_selected_small/mbp_l_150_w_100_ht_10_oii/mbp_l_150_w_100_ht_10_oii_fixedfree.csv,-59934.53628911112,3,,60.0,40.0,12,20,10,,False,False,"[[-0.0, 11], [1.0, 29], [0.0, 20]]",oi,1
0.0976015878046,-2.69656048964e-17,-6.162975822039999e-33,1273.0,1178.0,39.0,1232.0,1109.0,2452.0,4.21492596239e-17,119.589030243,162.771567486,162.771567486,2.7047017338100007e-18,-7.18195662541e-17,2419.0,2419.0,0.0,-0.177257902371,-0.0309719864074,-0.0203107481436,150,100,-0.0053247686642942,2.121122418341052,2.0,1.0,1.0,iio,run_selected_small/mbp_l_150_w_100_ht_10_iio/mbp_l_150_w_100_ht_10_iio_fixedfree.csv,-59923.566436444446,3,,60.0,40.0,12,20,10,,False,False,"[[-0.0, 19], [-1.0, 29], [-0.0, 12]]",io,1
0.0910985242666,-2.84418216358e-17,2.46519032882e-32,3126.0,1109.0,6.0,2605.0,225.0,4236.0,4.03519572723e-17,101.291221796,122.165215965,122.165215965,2.37180660988e-18,-7.11655855179e-17,3715.0,3715.0,0.0,0.0181489323574,0.0602851532771,-2.16549990277e-09,150,100,1.7348234405952096e-10,2.0828980013181413,2.0,1.0,1.0,io,run_selected_small/mbp_l_150_w_100_ht_10_io/mbp_l_150_w_100_ht_10_io_fixedfree.csv,-63204.04807955556,2,,60.0,40.0,12,20,10,,True,False,"[[-0.0, 14], [-1.0, 31], [-0.0, 15]]",io,1
0.0910985242666,-2.84418216358e-17,2.46519032882e-32,3126.0,1109.0,6.0,2605.0,225.0,4236.0,4.03519572723e-17,101.291221796,122.165215965,122.165215965,2.37180660988e-18,-7.11655855179e-17,3715.0,3715.0,0.0,-0.0181489323574,-0.0602851532771,2.16549990277e-09,150,100,-1.7348234405952096e-10,2.0828980013181413,2.0,1.0,1.0,oi,run_selected_small/mbp_l_150_w_100_ht_10_oi/mbp_l_150_w_100_ht_10_oi_fixedfree.csv,-63204.04807955556,2,,60.0,40.0,12,20,10,,True,False,"[[0.0, 14], [1.0, 31], [0.0, 15]]",oi,1
0.0995326581639,-2.87848607048e-17,-1.23259516441e-32,879.0,832.0,14.0,857.0,695.0,1712.0,3.80893358062e-17,112.146166338,141.641401436,141.641401436,1.7180263423700001e-18,-6.85922228534e-17,1690.0,1690.0,0.0,0.0127703230924,0.000395333816958,0.0481680927908,150,100,-1.921586220832403,2.058083303203468,2.0,2.0,0.0,ii,run_selected_small/mbp_l_150_w_100_ht_10_ii/mbp_l_150_w_100_ht_10_ii_fixedfree.csv,-63966.35712177778,2,,60.0,40.0,12,20,10,,True,False,"[[0.0, 25], [-1.0, 10], [-2.0, 25]]",ii,0
0.0995326581639,-2.87848607048e-17,-1.23259516441e-32,879.0,832.0,14.0,857.0,695.0,1712.0,3.80893358062e-17,112.146166338,141.641401436,141.641401436,1.7180263423700001e-18,-6.85922228534e-17,1690.0,1690.0,0.0,-0.0127703230924,-0.000395333816958,-0.0481680927908,150,100,1.921586220832403,2.058083303203468,2.0,0.0,2.0,oo,run_selected_small/mbp_l_150_w_100_ht_10_oo/mbp_l_150_w_100_ht_10_oo_fixedfree.csv,-63966.35712177778,2,,60.0,40.0,12,20,10,,True,False,"[[-0.0, 25], [1.0, 10], [2.0, 25]]",oo,0
0.0992617209055,-2.69705413301e-17,-2.15704153771e-32,1152.0,1045.0,43.0,1102.0,957.0,2198.0,4.21928788977e-17,103.374561608,176.006495659,176.006495659,2.69112209611e-18,-7.18545423239e-17,2158.0,2158.0,0.0,-0.159108368729,-0.0428636165966,0.020451629922,150,100,0.0052256444590165,2.121062258938281,2.0,1.0,1.0,ioo,run_selected_small/mbp_l_150_w_100_ht_10_ioo/mbp_l_150_w_100_ht_10_ioo_fixedfree.csv,-59934.53628911112,3,,60.0,40.0,12,20,10,,False,False,"[[0.0, 11], [-1.0, 29], [-0.0, 20]]",io,1
